C/A,ENTRIES,WEEK,YEAR
C022,1787151,19,2020
C023,26993112,19,2020
C024,32417529,19,2020
C025,40527105,19,2020
C026,123591618,19,2020
C027,21931678,19,2020
C028,274809056,19,2020
D001,738239,19,2020
D002,20183888,19,2020
D003,12306572,19,2020
D004,2089654,19,2020
D005,12873645,19,2020
D006,3690767,19,2020
D008,2081022408,19,2020
D009,18124200,19,2020
D010,8245540,19,2020
D011,1846930580,19,2020
D012,19745689,19,2020
D015,12036997,19,2020
D016,5366775,19,2020
E001,31048431,19,2020
E003,9169906,19,2020
E004,13180271,19,2020
E005,13153484,19,2020
E009,28116430,19,2020
E011,99693924,19,2020
E012,22860801,19,2020
E013,14304858,19,2020
E014,292298154,19,2020
E015,10876332,19,2020
E016,13251851,19,2020
G001,635210722,19,2020
G009,28896569,19,2020
G011,12468259,19,2020
G015,1740118,19,2020
H001,601561748,19,2020
H003,1225835135,19,2020
H005,7049733,19,2020
H006,19637768,19,2020
H007,456685400,19,2020
H007A,830051,19,2020
H008,3863253,19,2020
H009,95162608,19,2020
H012,16458156,19,2020
H013,36965559,19,2020
H014,4135448,19,2020
H015,16961707,19,2020
H016,3732657,19,2020
H017,149295905,19,2020
H019,8089130,19,2020
H022,20333000,19,2020
H023,1945959196,19,2020
H026,26866123,19,2020
H027,1699115335,19,2020
H028,98309633,19,2020
H030,5621610,19,2020
H032,20164105,19,2020
H033,7218040,19,2020
H035,3926313,19,2020
H037,4225321,19,2020
H038,7885211,19,2020
H039,12869695,19,2020
H040,24954811,19,2020
H041,45262674,19,2020
J001,29819495,19,2020
J002,124104124,19,2020
J003,13035449,19,2020
J005,10179871,19,2020
J007,48225373,19,2020
J009,45411857,19,2020
J012,15196026,19,2020
J013,9706745,19,2020
J016,24369834,19,2020
J017,6976053,19,2020
J020,8476765,19,2020
J021,15899537,19,2020
J022,10572828,19,2020
J023,13607394,19,2020
J024,19269037,19,2020
J025,7482249,19,2020
J028,6980211,19,2020
J030,21695037,19,2020
J031,20272778,19,2020
J032,37314716,19,2020
J034,357450,19,2020
J035,18111605,19,2020
J037,1955528659,19,2020
JFK01,308183,19,2020
JFK02,577708,19,2020
JFK03,3186131,19,2020
K017,8400960,19,2020
K019,13017926,19,2020
K022,8304912,19,2020
K024,11357685,19,2020
K025,27766106,19,2020
K026,177062000,19,2020
N001,276882583,19,2020
N002A,18483789,19,2020
N003,33141289,19,2020
N006A,1454017943,19,2020
N007A,36014927,19,2020
N009,21543320,19,2020
N010,259264225,19,2020
N011,123011523,19,2020
N012,61299348,19,2020
N013,15531566,19,2020
N016A,20422422,19,2020
N017,16835787,19,2020
N019,42061237,19,2020
N020,78442125,19,2020
N022,190162943,19,2020
N023,4192095,19,2020
N024,14212454,19,2020
N025,24683564,19,2020
N026,481976620,19,2020
N029,186070809,19,2020
N030,9667971,19,2020
N034,67954101,19,2020
N035,18748908,19,2020
N037,31155250,19,2020
N039,11038201,19,2020
N040,20905769,19,2020
N043,27341098,19,2020
N044,31932331,19,2020
N045,13405530,19,2020
N046,24801708,19,2020
N049,650297660,19,2020
N051,1473058410,19,2020
N056,660576865,19,2020
N057,34634260,19,2020
N060,107948592,19,2020
N062,2215775302,19,2020
N062A,161562820,19,2020
N063,56777270,19,2020
N063A,4990790411,19,2020
N067,37983180,19,2020
N068,24486039,19,2020
N069,24663242,19,2020
N070,249489729,19,2020
N071,20617101,19,2020
N072,1285578490,19,2020
N073,23953782,19,2020
N075,105209234,19,2020
N076,24626282,19,2020
N077,283486835,19,2020
N078,2154742374,19,2020
N080,39268401,19,2020
N083,65952072,19,2020
N086,352156180,19,2020
N087,13736385,19,2020
N089,944069390,19,2020
N090,19347385,19,2020
N091,1326638148,19,2020
N092,416233660,19,2020
N094,1601565146,19,2020
N095,34986165,19,2020
N095A,26528304,19,2020
N098,624522223,19,2020
N100,2743484109,19,2020
N101,11083496,19,2020
N102,1397595886,19,2020
N103,165547616,19,2020
N108,45091867,19,2020
N110,1984532474,19,2020
N111,13925067,19,2020
N112A,156638728,19,2020
N113,10486999,19,2020
N114,71778780,19,2020
N116,25035629,19,2020
N117,15049256,19,2020
N118,4162308,19,2020
N119,9551042,19,2020
N120,43759812,19,2020
N120A,165795534,19,2020
N121B,28895423,19,2020
N122,10871650,19,2020
N123B,3798606,19,2020
N124,55723409,19,2020
N125,12761449,19,2020
N126,13687333,19,2020
N127,9333445,19,2020
N128,20015788,19,2020
N129,1231336343,19,2020
N130,126767995,19,2020
N131,9577010,19,2020
N133,5878006,19,2020
N134,15700814,19,2020
N135,140904435,19,2020
N137,1691056458,19,2020
N138,53463685,19,2020
N139,8133471,19,2020
N141,31005793,19,2020
N181,6098434,19,2020
N181A,55083500,19,2020
N182,5187833,19,2020
N183,1483650,19,2020
N184,6663873,19,2020
N185,5088946,19,2020
N186,118963907,19,2020
N187,106123379,19,2020
N191,12583672,19,2020
N192,125915968,19,2020
N193,2511836,19,2020
N194,2943090,19,2020
N195,647295294,19,2020
N196,3995920,19,2020
N202,22921137,19,2020
N203,1991832441,19,2020
N205,735497366,19,2020
N206,781125,19,2020
N207,3628248267,19,2020
N208,1273413439,19,2020
N209,11420285,19,2020
N210,7050403,19,2020
N212,7745928,19,2020
N213,238095306,19,2020
N215,1491212358,19,2020
N217,27107423,19,2020
N218,2288009,19,2020
N220,594184494,19,2020
N221,907181046,19,2020
N222,8076859,19,2020
N223,4382112,19,2020
N224,17193267,19,2020
N225,481687644,19,2020
N300,15022592,19,2020
N301,26556249,19,2020
N303,66407995,19,2020
N304,42385157,19,2020
N305,372990045,19,2020
N305A,1503281907,19,2020
N306,824814111,19,2020
N307,5151105,19,2020
N309A,89830762,19,2020
N310,8418982,19,2020
N311,104182340,19,2020
N312,4341347,19,2020
N314,28641791,19,2020
N315,37892770,19,2020
N316,1119549,19,2020
N316A,15808196,19,2020
N317,1566579,19,2020
N318,18436221,19,2020
N319,7653173,19,2020
N322,24314587,19,2020
N323,27371497,19,2020
N324,132499943,19,2020
N325A,3193573990,19,2020
N327,86128786,19,2020
N329,33427261,19,2020
N329A,665894,19,2020
N330,44648768,19,2020
N330C,16344898,19,2020
N331,32642748,19,2020
N332,17340623,19,2020
N333,21532546,19,2020
N333A,36486155,19,2020
N333B,31956790,19,2020
N334B,477588984,19,2020
N335,62573206,19,2020
N336,55094337,19,2020
N337,23304755,19,2020
N338,85065334,19,2020
N338B,16323196,19,2020
N339,4018666,19,2020
N339A,19409932,19,2020
N340,12405444,19,2020
N340A,19216352,19,2020
N342,1320412935,19,2020
N343,73359446,19,2020
N400A,2695882280,19,2020
N401,4612184,19,2020
N405,21033174,19,2020
N408A,14674524,19,2020
N409,28164385,19,2020
N412,20801364,19,2020
N414,3865630,19,2020
N414A,7054045,19,2020
N415,15797469,19,2020
N416,11807982,19,2020
N417,24990491,19,2020
N418,247851177,19,2020
N419,50978248,19,2020
N420B,5028796,19,2020
N422,20948932,19,2020
N500,215294164,19,2020
N501,1985818070,19,2020
N501A,50575930,19,2020
N502,1848173685,19,2020
N503,36362123,19,2020
N504,286608943,19,2020
N505,1133141019,19,2020
N506,1836714043,19,2020
N507,42729242,19,2020
N508,3079855982,19,2020
N509,24733919,19,2020
N510,14105991,19,2020
N511,8927130,19,2020
N512,20897336,19,2020
N513,8138641,19,2020
N519,45203043,19,2020
N519A,1942007444,19,2020
N520,305890050,19,2020
N521,91807154,19,2020
N523,47237935,19,2020
N525,28159839,19,2020
N526,13447199,19,2020
N528,137263971,19,2020
N529,19293863,19,2020
N530,45734376,19,2020
N531,6432760,19,2020
N532,21267858,19,2020
N533,186809,19,2020
N534,2615423057,19,2020
N535,36175738,19,2020
N536,13376340,19,2020
N537,28410277,19,2020
N539,12807900,19,2020
N541,7645340,19,2020
N542,131101627,19,2020
N543,9367506,19,2020
N544,543046712,19,2020
N545,131578894,19,2020
N546,45057585,19,2020
N547,68832750,19,2020
N548,10052609,19,2020
N549,20563662,19,2020
N550,1759724140,19,2020
N551,10475372,19,2020
N553,4936691,19,2020
N554,139044378,19,2020
N555,1185943149,19,2020
N556,14285079,19,2020
N557,3051533,19,2020
N558,118722822,19,2020
N559,1473167246,19,2020
N561,3370570,19,2020
N562,8432417,19,2020
N600,37570805,19,2020
N601,1787346315,19,2020
N601A,8823779,19,2020
N602,17229898,19,2020
N603,47192516,19,2020
N604,20599106,19,2020
N605,171278574,19,2020
N606,1319097078,19,2020
N607,32439270,19,2020
N700,135593877,19,2020
N700A,9071741,19,2020
N701,51354957,19,2020
N701A,11248414,19,2020
N702,10852150,19,2020
N702A,8205810,19,2020
PTH01,855149,19,2020
PTH02,1607662,19,2020
PTH03,4443366,19,2020
PTH04,4510865,19,2020
PTH05,3343405,19,2020
PTH06,1617058,19,2020
PTH07,2996040,19,2020
PTH09,1245059,19,2020
PTH10,380775,19,2020
PTH11,1530177,19,2020
PTH12,973134,19,2020
PTH13,765561,19,2020
PTH16,2001441,19,2020
PTH17,4573131,19,2020
PTH18,2521933,19,2020
PTH19,1209741,19,2020
PTH20,141415,19,2020
PTH21,414842,19,2020
PTH22,4889538,19,2020
R101,164438973,19,2020
R102,33038110,19,2020
R103,10131527,19,2020
R106,1394,19,2020
R107,732155646,19,2020
R107D,3621618,19,2020
R108,775568,19,2020
R108A,99654,19,2020
R109,791603,19,2020
R110,45922075,19,2020
R111,31983634,19,2020
R112,15456978,19,2020
R112A,8371502,19,2020
R113,243473206,19,2020
R114,4848424,19,2020
R115,10242897,19,2020
R116,2189680042,19,2020
R117,25017823,19,2020
R118,3193433,19,2020
R119,12030619,19,2020
R120,1777149,19,2020
R121,15513622,19,2020
R122,6183682,19,2020
R123,10078887,19,2020
R124,7195075,19,2020
R125,39091465,19,2020
R126,4005852,19,2020
R127,1481227767,19,2020
R128,33551456,19,2020
R129,25380529,19,2020
R130,105213745,19,2020
R131,25817338,19,2020
R132,2709490,19,2020
R133,29200917,19,2020
R134,13174897,19,2020
R135,39363510,19,2020
R137,5634637,19,2020
R138,1752082447,19,2020
R139,15719325,19,2020
R141,27521596,19,2020
R142,1342258301,19,2020
R143,1734313839,19,2020
R145,146791846,19,2020
R147,110409694,19,2020
R148,1914820647,19,2020
R151,1743096397,19,2020
R154,32725491,19,2020
R155,50979684,19,2020
R158,1064500609,19,2020
R159,123438632,19,2020
R160,51904368,19,2020
R160A,4929202,19,2020
R161A,2268586,19,2020
R161B,759691351,19,2020
R162,577793276,19,2020
R163,1558894,19,2020
R164,48012449,19,2020
R165,2457471,19,2020
R166,19251985,19,2020
R168A,36167663,19,2020
R169,127629322,19,2020
R170,53455751,19,2020
R171,5682499,19,2020
R172,16440596,19,2020
R173,1216801729,19,2020
R174,21106661,19,2020
R175,7793525,19,2020
R176,58699860,19,2020
R177,794601314,19,2020
R178,29098216,19,2020
R179,6702558,19,2020
R180,8170123,19,2020
R182,5148376,19,2020
R183,29094668,19,2020
R185,7261029,19,2020
R186,9034686,19,2020
R188,160702206,19,2020
R190,5502913,19,2020
R192,8320886,19,2020
R194,51186002,19,2020
R196,25710654,19,2020
R197,641941963,19,2020
R200A,1354096855,19,2020
R201,221881308,19,2020
R202,796616377,19,2020
R203,46227229,19,2020
R203A,170411321,19,2020
R204,89435303,19,2020
R204A,1961358,19,2020
R205A,14728255,19,2020
R206,653197144,19,2020
R208,7199377,19,2020
R210,469975188,19,2020
R210A,25520138,19,2020
R215,29732435,19,2020
R216,4901081,19,2020
R217A,37459675,19,2020
R219,14249794,19,2020
R220,9957202,19,2020
R221,81265570,19,2020
R226,2004334805,19,2020
R226A,38884016,19,2020
R227,3858888,19,2020
R227A,14587659,19,2020
R228,15712928,19,2020
R229,27659738,19,2020
R230,1174671404,19,2020
R231,29320072,19,2020
R231A,16974329,19,2020
R232,30528500,19,2020
R232A,408469374,19,2020
R236,651313843,19,2020
R237,1286815608,19,2020
R237B,13285801,19,2020
R238,436965814,19,2020
R238A,17844440,19,2020
R240,94700949,19,2020
R241A,23395419,19,2020
R242,70993525,19,2020
R242A,3331957,19,2020
R243,603104381,19,2020
R244,32563261,19,2020
R244A,59088417,19,2020
R245,1086722393,19,2020
R245A,138649713,19,2020
R246,78563994,19,2020
R247,15877809,19,2020
R248,248800567,19,2020
R249,992786626,19,2020
R250,176893593,19,2020
R251,735607437,19,2020
R252,50249231,19,2020
R253,16403605,19,2020
R254,24226345,19,2020
R256,14533467,19,2020
R257,17826439,19,2020
R258,3037923076,19,2020
R259,1000416588,19,2020
R260,286376312,19,2020
R261,2709792,19,2020
R262,1725933777,19,2020
R262A,2101769,19,2020
R262B,1665056,19,2020
R283,21732504,19,2020
R284,61419775,19,2020
R285,12646528,19,2020
R286,366962119,19,2020
R287,610318222,19,2020
R288,4605917540,19,2020
R289,1814003846,19,2020
R290,38201089,19,2020
R291,3366849,19,2020
R293,45970372,19,2020
R294,32269773,19,2020
R301,375921004,19,2020
R302,15482249,19,2020
R303,15607661,19,2020
R304,1715222544,19,2020
R305,802167341,19,2020
R306,41694252,19,2020
R307,9461438,19,2020
R308,15266687,19,2020
R309,12173433,19,2020
R310,922156215,19,2020
R311,3258461222,19,2020
R312,3324084611,19,2020
R314,92570836,19,2020
R315,1421819,19,2020
R316,12041677,19,2020
R317,410594041,19,2020
R318,124683650,19,2020
R319,2327952,19,2020
R320,178761593,19,2020
R321,5073962,19,2020
R322,689216839,19,2020
R323,573310299,19,2020
R325,20631960,19,2020
R326,994836055,19,2020
R327,222119112,19,2020
R328,281901930,19,2020
R329,22671428,19,2020
R330,10575254,19,2020
R331,2720377597,19,2020
R332,916381002,19,2020
R333,1962119752,19,2020
R334,101817207,19,2020
R335,9711867,19,2020
R336,22800905,19,2020
R401,2060702813,19,2020
R402,21554264,19,2020
R403,3261380,19,2020
R404,10432954,19,2020
R405,184762100,19,2020
R406,4629774,19,2020
R407,1283474,19,2020
R408,10536694,19,2020
R409,4793275,19,2020
R410,11240871,19,2020
R411,740896325,19,2020
R412,1202065639,19,2020
R413,8626627,19,2020
R414,13094810,19,2020
R415,9101621,19,2020
R416,1019051258,19,2020
R417,265841181,19,2020
R418,24880586,19,2020
R419,2533695,19,2020
R420,19008649,19,2020
R421,11997227,19,2020
R422,8893209,19,2020
R423,182455013,19,2020
R501,144023666,19,2020
R503,7671983,19,2020
R504,37129546,19,2020
R506,7325303,19,2020
R507,610854558,19,2020
R508,137780726,19,2020
R509,33853233,19,2020
R510,8788152,19,2020
R511,36176840,19,2020
R512,67132904,19,2020
R513,32354149,19,2020
R514,82605346,19,2020
R515,37358899,19,2020
R516,30765677,19,2020
R517,126477645,19,2020
R518,60728407,19,2020
R519,42401992,19,2020
R520,22342407,19,2020
R521,24451129,19,2020
R523,1900941169,19,2020
R524,30533831,19,2020
R525,16332020,19,2020
R526,37758602,19,2020
R527,68035458,19,2020
R528,66266302,19,2020
R529,62089748,19,2020
R530,55701222,19,2020
R532,1551006000,19,2020
R532H,3717332,19,2020
R533,97537092,19,2020
R534,80899670,19,2020
R550,14108721,19,2020
R551,6891076,19,2020
R600,27595845,19,2020
R601A,8293310,19,2020
R602,33128927,19,2020
R604,31934648,19,2020
R605,8930755,19,2020
R606,19880089,19,2020
R608,12488425,19,2020
R609,12077857,19,2020
R610,49661986,19,2020
R612,191213247,19,2020
R617,9649704,19,2020
R618,5098692,19,2020
R619,31271767,19,2020
R621,1143388310,19,2020
R622,612800694,19,2020
R623,1909610,19,2020
R624,35853124,19,2020
R625,147474473,19,2020
R626,92035569,19,2020
R627,20570247,19,2020
R628,90229985,19,2020
R629,3447242,19,2020
R630,15205689,19,2020
R632,7871133,19,2020
R633,15675169,19,2020
R634,39582493,19,2020
R635,17194888,19,2020
R636,18911099,19,2020
R637,29652000,19,2020
R639,955728796,19,2020
R641,84845776,19,2020
R643,46946156,19,2020
R644,1425015,19,2020
R645,16761688,19,2020
R646,1386775769,19,2020
R647,18778639,19,2020
R726,9405757,19,2020
R727,443022847,19,2020
R728,22939916,19,2020
R729,2065551323,19,2020
R730,2111986062,19,2020
S101,20174831,19,2020
S101A,1230502339,19,2020
S102,2493426,19,2020
TRAM1,1063876,19,2020
TRAM2,7945443,19,2020
A002,58738740,18,2020
A006,20973906,18,2020
A007,125490705,18,2020
A010,65905350,18,2020
A011,911689481,18,2020
A013,25360031,18,2020
A014,12135225,18,2020
A015,35233910,18,2020
A016,26689143,18,2020
A021,29597163,18,2020
A022,146238614,18,2020
A025,1318284428,18,2020
A027,12907133,18,2020
A029,24094605,18,2020
A030,137191851,18,2020
A031,21054160,18,2020
A033,122163830,18,2020
A034,29637105,18,2020
A035,9459988,18,2020
A037,41278568,18,2020
A038,32169801,18,2020
A039,79280819,18,2020
A041,63932854,18,2020
A042,11115086,18,2020
A043,778481803,18,2020
A046,215110430,18,2020
A047,328182579,18,2020
A049,2579620982,18,2020
A050,35443891,18,2020
A052,1146323,18,2020
A053,2582787,18,2020
A054,16377858,18,2020
A055,129368204,18,2020
A058,263955462,18,2020
A060,20730562,18,2020
A061,37850810,18,2020
A064,17683372,18,2020
A066,2073744748,18,2020
A069,20525783,18,2020
A071,12276280,18,2020
A077,2977323508,18,2020
A081,121097071,18,2020
A082,38693535,18,2020
A083,10078310,18,2020
A084,2509479,18,2020
A085,0,18,2020
B004,37625177,18,2020
B009,13533918,18,2020
B010,6036114,18,2020
B012,1577531803,18,2020
B013,38002907,18,2020
B014,41800879,18,2020
B015,32358174,18,2020
B016,55815451,18,2020
B017,11698518,18,2020
B018,11049249,18,2020
B019,51360532,18,2020
B020,121507876,18,2020
B021,24399759,18,2020
B022,115955967,18,2020
B023,1190003962,18,2020
B024,819231419,18,2020
B024A,12299242,18,2020
B025,193564591,18,2020
B026,111091438,18,2020
B027,48370663,18,2020
B028,2793987,18,2020
B029,50183710,18,2020
B031,29583605,18,2020
B032,8041331,18,2020
B034,11254477,18,2020
C001,103413826,18,2020
C003,189749691,18,2020
C004,203628758,18,2020
C008,3456511008,18,2020
C009,683192224,18,2020
C010,21354974,18,2020
C011,7209767,18,2020
C012,36590576,18,2020
C014,27466362,18,2020
C015,6753650,18,2020
C016,15026610,18,2020
C017,6693362,18,2020
C018,52916228,18,2020
C019,13843075,18,2020
C020,124425030,18,2020
C022,1776019,18,2020
C023,26987258,18,2020
C024,32413843,18,2020
C025,40520646,18,2020
C026,123590329,18,2020
C027,21928531,18,2020
C028,274807332,18,2020
D001,737143,18,2020
D002,20180310,18,2020
D003,12304650,18,2020
D004,2088339,18,2020
D005,12870092,18,2020
D006,3689918,18,2020
D008,2081018468,18,2020
D009,18121962,18,2020
D010,8243141,18,2020
D011,1846929316,18,2020
D012,19741858,18,2020
D015,12034239,18,2020
D016,5364076,18,2020
E001,31043533,18,2020
E003,9165171,18,2020
E004,13175953,18,2020
E005,13150271,18,2020
E009,28111946,18,2020
E011,99689406,18,2020
E012,22856038,18,2020
E013,14300717,18,2020
E014,292291494,18,2020
E015,10873376,18,2020
E016,13249579,18,2020
G001,635202379,18,2020
G009,28885311,18,2020
G011,12467199,18,2020
G015,1739216,18,2020
H001,601558951,18,2020
H003,1225835342,18,2020
H005,7049004,18,2020
H006,19634779,18,2020
H007A,822894,18,2020
H008,3860280,18,2020
H009,95154825,18,2020
H012,16456355,18,2020
H013,36962717,18,2020
H014,4133917,18,2020
H015,16958537,18,2020
H016,3731079,18,2020
H017,149291428,18,2020
H019,8085299,18,2020
H022,20328990,18,2020
H023,1945952390,18,2020
H026,26854853,18,2020
H027,1699109130,18,2020
H028,98304691,18,2020
H030,5620643,18,2020
H032,20160507,18,2020
H033,7216057,18,2020
H035,3923590,18,2020
H037,4220156,18,2020
H038,7880217,18,2020
H039,12863520,18,2020
H040,24949649,18,2020
H041,45255566,18,2020
J001,29813522,18,2020
J002,124098847,18,2020
J003,13032507,18,2020
J005,10175346,18,2020
J007,48215288,18,2020
J009,45402412,18,2020
J012,15192010,18,2020
J013,9700760,18,2020
J016,24364413,18,2020
J017,6972331,18,2020
J020,8473486,18,2020
J021,15895860,18,2020
J022,10569076,18,2020
J023,13603144,18,2020
J024,19263299,18,2020
J025,7480399,18,2020
J028,6976139,18,2020
J030,21691064,18,2020
J031,20269298,18,2020
J032,37313657,18,2020
J034,354832,18,2020
J035,18109486,18,2020
J037,1955526330,18,2020
JFK01,307531,18,2020
JFK02,577308,18,2020
JFK03,3181253,18,2020
K017,8398342,18,2020
K019,13014058,18,2020
K022,8302327,18,2020
K024,11354450,18,2020
K025,27761059,18,2020
K026,177060042,18,2020
N001,276880308,18,2020
N002A,18477868,18,2020
N003,33136534,18,2020
N006A,1454018414,18,2020
N007A,36012494,18,2020
N009,21540709,18,2020
N010,259258470,18,2020
N011,123009793,18,2020
N012,61294439,18,2020
N013,15526558,18,2020
N016A,20418705,18,2020
N017,16833604,18,2020
N019,42056163,18,2020
N020,78427155,18,2020
N022,190162246,18,2020
N023,4191005,18,2020
N024,14211107,18,2020
N025,24678389,18,2020
N026,481955765,18,2020
N029,186068629,18,2020
N030,9665576,18,2020
N034,67953970,18,2020
N035,18746007,18,2020
N037,31152194,18,2020
N039,11035203,18,2020
N040,20903780,18,2020
N043,27337587,18,2020
N044,31929843,18,2020
N045,12772687,18,2020
N046,24799617,18,2020
N049,650288132,18,2020
N051,1473040884,18,2020
N056,657720770,18,2020
N057,34630520,18,2020
N060,107944702,18,2020
N062,2215775302,18,2020
N062A,161552002,18,2020
N063,56770212,18,2020
N063A,4990130790,18,2020
N067,37976240,18,2020
N068,24483738,18,2020
N069,24661329,18,2020
N070,249486471,18,2020
N071,20615288,18,2020
N072,1285571106,18,2020
N073,23951105,18,2020
N075,105207869,18,2020
N076,24621430,18,2020
N077,283485226,18,2020
N078,2154737123,18,2020
N080,39263601,18,2020
N083,65944045,18,2020
N086,352154210,18,2020
N087,13735434,18,2020
N089,944066168,18,2020
N090,19345934,18,2020
N091,1326634206,18,2020
N092,416229489,18,2020
N094,1601560815,18,2020
N095,34978893,18,2020
N095A,26518881,18,2020
N098,624516958,18,2020
N100,2743482299,18,2020
N101,11082172,18,2020
N102,1397591025,18,2020
N103,165535035,18,2020
N108,45085234,18,2020
N110,1977984529,18,2020
N111,13923715,18,2020
N112A,156637767,18,2020
N113,10485604,18,2020
N114,71775531,18,2020
N116,25027919,18,2020
N117,15043715,18,2020
N118,4160974,18,2020
N119,9547793,18,2020
N120,43748591,18,2020
N120A,165791691,18,2020
N121B,28889293,18,2020
N122,10867735,18,2020
N123B,3796560,18,2020
N124,55710682,18,2020
N125,12758286,18,2020
N126,13683360,18,2020
N127,9329373,18,2020
N128,20001263,18,2020
N129,1231329580,18,2020
N130,126766468,18,2020
N131,9575252,18,2020
N133,5875512,18,2020
N134,15696287,18,2020
N135,140901047,18,2020
N137,1691055162,18,2020
N138,53462923,18,2020
N139,8132003,18,2020
N141,30997286,18,2020
N181,6097772,18,2020
N181A,55083376,18,2020
N182,5186468,18,2020
N183,1483427,18,2020
N184,6663097,18,2020
N185,5088493,18,2020
N186,118963695,18,2020
N187,106122305,18,2020
N191,12580216,18,2020
N192,125912589,18,2020
N193,2510626,18,2020
N194,2941574,18,2020
N195,647292574,18,2020
N196,3988743,18,2020
N202,22915598,18,2020
N203,1991824777,18,2020
N205,735493061,18,2020
N206,778577,18,2020
N207,3628244288,18,2020
N208,1273409198,18,2020
N209,11416023,18,2020
N210,7046362,18,2020
N212,7743111,18,2020
N213,238082817,18,2020
N215,1491212523,18,2020
N217,27096897,18,2020
N218,2285055,18,2020
N220,594179079,18,2020
N221,907176698,18,2020
N222,8071967,18,2020
N223,4379409,18,2020
N224,17187531,18,2020
N225,481682763,18,2020
N300,15020211,18,2020
N301,26554261,18,2020
N303,66406458,18,2020
N304,42384066,18,2020
N305,372989307,18,2020
N305A,1503280027,18,2020
N306,824807334,18,2020
N307,5148744,18,2020
N309A,89827171,18,2020
N310,8417016,18,2020
N311,104181594,18,2020
N312,4339989,18,2020
N314,28638862,18,2020
N315,37887952,18,2020
N316,1117918,18,2020
N316A,15805625,18,2020
N317,1565844,18,2020
N318,18433130,18,2020
N319,7651412,18,2020
N322,24311854,18,2020
N323,27364658,18,2020
N324,132469589,18,2020
N325A,3193568482,18,2020
N327,86120896,18,2020
N329,33418607,18,2020
N329A,662267,18,2020
N330,44641936,18,2020
N330C,16342593,18,2020
N331,32639657,18,2020
N332,17339237,18,2020
N333,21531233,18,2020
N333A,36479149,18,2020
N333B,31948903,18,2020
N334B,477587586,18,2020
N335,62568681,18,2020
N336,55083703,18,2020
N337,23301587,18,2020
N338,85064324,18,2020
N338B,16320478,18,2020
N339,4017940,18,2020
N339A,19403862,18,2020
N340,12403680,18,2020
N340A,19212555,18,2020
N342,1320408082,18,2020
N343,73348128,18,2020
N400A,2695878825,18,2020
N401,4610836,18,2020
N405,21027225,18,2020
N408A,14670498,18,2020
N409,28159047,18,2020
N412,20796291,18,2020
N414,3864033,18,2020
N414A,7052439,18,2020
N415,15794239,18,2020
N416,11806276,18,2020
N417,24987167,18,2020
N418,247849496,18,2020
N419,50974977,18,2020
N420B,5027059,18,2020
N422,20945660,18,2020
N500,215288764,18,2020
N501,1985813157,18,2020
N501A,50574050,18,2020
N502,1848170745,18,2020
N503,36357718,18,2020
N504,286604445,18,2020
N505,1133134497,18,2020
N506,1836703607,18,2020
N507,42723815,18,2020
N508,3079853406,18,2020
N509,24728288,18,2020
N510,14105168,18,2020
N511,8926454,18,2020
N512,20895726,18,2020
N513,8137233,18,2020
N519,45200527,18,2020
N519A,1942005353,18,2020
N520,305880738,18,2020
N521,91805204,18,2020
N523,47232661,18,2020
N525,28154253,18,2020
N526,13442189,18,2020
N528,137261262,18,2020
N529,19287656,18,2020
N530,45730278,18,2020
N531,6431913,18,2020
N532,21266374,18,2020
N533,184929,18,2020
N534,2615421941,18,2020
N535,36172785,18,2020
N536,13371687,18,2020
N537,28407661,18,2020
N539,12802388,18,2020
N541,7644318,18,2020
N542,131100153,18,2020
N543,9366648,18,2020
N544,543441026,18,2020
N545,131576184,18,2020
N546,45050740,18,2020
N547,68831782,18,2020
N548,10049572,18,2020
N549,20560312,18,2020
N550,1759723346,18,2020
N551,10473234,18,2020
N553,4935401,18,2020
N554,139043528,18,2020
N555,1185941154,18,2020
N556,14282420,18,2020
N557,3048585,18,2020
N558,118722008,18,2020
N559,1473165265,18,2020
N561,3367463,18,2020
N562,8430790,18,2020
N600,37566687,18,2020
N601,1787342271,18,2020
N601A,8818472,18,2020
N602,17225356,18,2020
N603,47182452,18,2020
N604,20594758,18,2020
N605,171257759,18,2020
N606,1319069685,18,2020
N607,32432211,18,2020
N700,135585312,18,2020
N700A,9063974,18,2020
N701,51349043,18,2020
N701A,11244652,18,2020
N702,10842751,18,2020
N702A,8202125,18,2020
PTH01,853237,18,2020
PTH02,1604356,18,2020
PTH03,4423392,18,2020
PTH04,4504505,18,2020
PTH05,3338603,18,2020
PTH06,1613939,18,2020
PTH07,2992010,18,2020
PTH09,1243532,18,2020
PTH10,379139,18,2020
PTH11,1526393,18,2020
PTH12,970588,18,2020
PTH13,765513,18,2020
PTH16,1999854,18,2020
PTH17,4561054,18,2020
PTH18,2508423,18,2020
PTH19,1276512,18,2020
PTH20,141415,18,2020
PTH21,412798,18,2020
PTH22,4980145,18,2020
R101,164432720,18,2020
R102,33037645,18,2020
R103,10130418,18,2020
R106,1394,18,2020
R107,732155147,18,2020
R107D,3619808,18,2020
R108,775454,18,2020
R108A,99618,18,2020
R109,791220,18,2020
R110,45920273,18,2020
R111,31981085,18,2020
R112,15456977,18,2020
R112A,8370996,18,2020
R113,243471713,18,2020
R114,4847232,18,2020
R115,10241952,18,2020
R116,2189674258,18,2020
R117,25016955,18,2020
R118,3193205,18,2020
R119,12029538,18,2020
R120,1776844,18,2020
R121,15512592,18,2020
