,complex,area,scp,df_len,dt_min,dt_max,dt_avg_step,tdiff_min,tdiff_med,tdiff_mean,tdiff_max,dt_offset,idiff_min,idiff_med,idiff_mean,idiff_max,idiff_10lgst,idiff_neg_ct,idiff_zero_ct,idiff_pos_ct,idiffpt_min,idiffpt_med,idiffpt_mean,idiffpt_max,inegset_ct,inegset_avg_len,odiff_min,odiff_med,odiff_mean,odiff_max,odiff_10lgst,odiff_neg_ct,odiff_zero_ct,odiff_pos_ct,odiffpt_min,odiffpt_med,odiffpt_mean,odiffpt_max,onegset_ct,onegset_avg_len
2313,316,R155,01-00-03,14947,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:00:03.853616110,0 days 00:00:00,0 days 04:00:00,0 days 04:00:04.817020137,14 days 04:00:00,0,-176.0,77.0,166.91610356593296,544939.0,"[544939.0, 13813.0, 2194.0, 1062.0, 991.0, 887.0, 797.0, 779.0, 768.0, 761.0]",2,593,14352,-14400.0,78.0,345.7794541838767,2692800.0,2.0,1.0,-506.0,17.0,70.64675185655985,229738.0,"[229738.0, 5349.0, 1016.0, 602.0, 593.0, 585.0, 580.0, 578.0, 563.0, 559.0]",1,1239,13707,-506.0,18.0,582.2388044409,7617600.0,1.0,2.0
2314,622,A069,01-00-02,15020,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:53.848202396,0 days 00:00:06,0 days 04:00:00,0 days 03:58:54.806924101,1 days 12:00:00,0,-1429978.0,75.0,31.88954727030626,646354.0,"[1429978.0, 957704.0, 646354.0, 2169.0, 2054.0, 2003.0, 1671.0, 1646.0, 1629.0, 1609.0]",2,222,14796,-957704.0,78.0,114.63321384283074,646354.0,2.0,1.0,-708007.0,48.0,19.78908122503329,334342.0,"[708007.0, 457618.0, 334342.0, 1218.0, 973.0, 935.0, 885.0, 871.0, 866.0, 836.0]",3,130,14887,-457618.0,49.0,61.41607595864498,334342.0,3.0,0.6666666666666666
2315,31,C017,00-00-02,14920,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:00:29.919571045,0 days 00:00:49,0 days 04:00:00,0 days 04:00:30.884718498,6 days 12:00:00,0,-10212181.0,8.0,44.91099195710456,10209784.0,"[10212181.0, 10209784.0, 485496.0, 756.0, 464.0, 459.0, 379.0, 303.0, 172.0, 161.0]",1,2098,12821,-10212181.0,8.0,44.92013293513125,10209784.0,1.0,1.0,-3328845.0,98.0,456.88022788203756,5035335.0,"[5035335.0, 3330237.0, 3328845.0, 3980.0, 1669.0, 1142.0, 557.0, 551.0, 551.0, 543.0]",1,374,14545,-3328845.0,98.0,456.8636584364,5035335.0,1.0,1.0
2316,39,C028,01-05-00,14948,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:00:02.890018731,0 days 00:00:09,0 days 04:00:00,0 days 04:00:03.853358308,5 days 04:00:00,0,0.0,0.0,0.08944340379983945,766.0,"[766.0, 7.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 5.0]",0,14513,435,0.0,0.0,0.08883607232963846,766.0,0.0,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,14948,0,0.0,0.0,0.0,0.0,0.0,0
2317,1,R515,00-00-00,14229,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:12:10.676786843,0 days 00:00:00,0 days 04:00:00,0 days 04:12:11.688804554,137 days 15:00:00,0,-3228086.0,141.0,81.27064445850024,828529.0,"[3228086.0, 828529.0, 22810.0, 2512.0, 2420.0, 2367.0, 2328.0, 2324.0, 2296.0, 2288.0]",4,600,13625,-14745600.0,148.60681114551085,-1795.333369107636,828529.0,4.0,1.0,-67108536.0,318.0,145.95073441563005,67109036.0,"[67109036.0, 67108536.0, 6387914.0, 1986846.0, 47261.0, 2468.0, 2340.0, 2329.0, 2317.0, 2265.0]",2,384,13843,-67108536.0,330.0,508.1819105523766,67109036.0,2.0,2.0
2318,50,B022,00-03-00,15089,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:57:48.301411624,0 days 00:00:06,0 days 04:00:00,0 days 03:57:49.255749221,1 days 04:00:00,0,0.0,0.0,0.04208363708661939,147.0,"[147.0, 11.0, 7.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0]",0,14713,376,0.0,0.0,0.04160323636302806,147.0,0.0,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,15089,0,0.0,0.0,0.0,0.0,0.0,0
2319,64,E009,00-00-02,14997,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:59:15.831166233,0 days 00:00:39,0 days 04:00:00,0 days 03:59:16.791358271,5 days 08:00:00,0,0.0,132.0,667.3122624524905,7328677.0,"[7328677.0, 6811.0, 1008.0, 997.0, 995.0, 988.0, 980.0, 972.0, 969.0, 969.0]",0,109,14888,0.0,133.0,669.7787730061985,7328677.0,0.0,0,0.0,21.0,164.2120424084817,2012326.0,"[2012326.0, 1204.0, 246.0, 172.0, 170.0, 166.0, 165.0, 160.0, 157.0, 146.0]",0,257,14740,0.0,21.0,164.22997907734307,2012326.0,0.0,0
2320,101,J002,00-06-01,8390,2014-10-11 01:00:00,2018-09-17 09:00:00,0 days 04:06:41.620977353,0 days 00:00:11,0 days 04:00:00,0 days 04:06:43.337306317,42 days 12:00:00,1,-2988827.0,94.0,29.077949940405244,2201026.0,"[2988827.0, 2201026.0, 2498.0, 862.0, 821.0, 816.0, 807.0, 787.0, 761.0, 761.0]",1,169,8220,-11720.890196078431,95.0,383.8828922371072,2201026.0,1.0,1.0,-5497494.0,436.5,113.91203814064362,2284469.0,"[5497494.0, 2284469.0, 10381.0, 2640.0, 2380.0, 2127.0, 2101.0, 2097.0, 2088.0, 2067.0]",1,97,8292,-21558.8,438.0,767.4802440824874,2284469.0,1.0,1.0
2321,245,N549,00-05-01,1,2018-04-22 12:00:00,2018-04-22 12:00:00,0 days 00:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0,1675034624.0,1675034624.0,1675034624.0,1675034624.0,[1675034624.0],0,0,1,1675034624.0,1675034624.0,1675034624.0,1675034624.0,0.0,0,806879286.0,806879286.0,806879286.0,806879286.0,[806879286.0],0,0,1,806879286.0,806879286.0,806879286.0,806879286.0,0.0,0
2322,328,R106,01-02-01,3,2018-09-06 13:00:00,2018-09-06 16:00:00,0 days 01:00:00,0 days 01:00:00,0 days 02:00:00,0 days 02:20:00,0 days 04:00:00,0,0.0,1.0,1.0,2.0,"[2.0, 1.0, 0.0]",0,1,2,0.0,2.0,1.3333333333333333,2.0,0.0,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,3,0,0.0,0.0,0.0,0.0,0.0,0
2323,269,N318,00-00-02,15043,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:58:31.932460280,0 days 00:01:17,0 days 04:00:00,0 days 03:58:32.889716147,7 days 04:00:00,1,-1802665.0,211.0,314.13275277537724,2045766.0,"[2045766.0, 1802665.0, 13258.0, 1668.0, 1591.0, 1465.0, 1380.0, 1333.0, 1304.0, 1303.0]",1,775,14267,-1802665.0,220.0,323.3704073192074,2045766.0,1.0,1.0,-89568.0,31.0,46.1339493452104,266036.0,"[266036.0, 89568.0, 1854.0, 269.0, 264.0, 261.0, 236.0, 218.0, 214.0, 212.0]",1,850,14192,-89568.0,31.0,46.529899501199004,266036.0,1.0,1.0
2324,609,R501,00-00-06,15022,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:51.939821594,0 days 00:00:08,0 days 04:00:00,0 days 03:58:52.898415657,14 days 04:00:00,0,-1847561.0,25.0,4.936027160165091,1161024.0,"[1847561.0, 1161024.0, 159508.0, 6343.0, 2843.0, 1015.0, 751.0, 662.0, 605.0, 575.0]",2,769,14251,-263937.28571428574,27.0,120.10972853895211,1161024.0,2.0,1.0,-833703.0,11.0,1.9657835175076555,526704.0,"[833703.0, 526704.0, 65731.0, 3084.0, 1351.0, 581.0, 378.0, 355.0, 345.0, 312.0]",2,1731,13289,-119100.42857142857,11.0,54.501704951792235,526704.0,2.0,1.0
2325,50,B022,00-03-01,15095,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:57:42.630009937,0 days 00:00:06,0 days 04:00:00,0 days 03:57:43.583968201,1 days 04:00:00,0,0.0,0.0,6668.651606492216,100663296.0,"[100663296.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,15094,1,0.0,0.0,6668.651606492216,100663296.0,0.0,0,0.0,0.0,0.011858231202384896,52.0,"[52.0, 7.0, 5.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0]",0,14998,97,0.0,0.0,0.011810813094995409,52.0,0.0,0
2326,422,R330,00-00-02,14906,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:00:43.472427210,0 days 00:00:41,0 days 04:00:00,0 days 04:00:44.438481148,14 days 04:00:00,1,0.0,115.5,446.14349926204216,4355748.0,"[4355748.0, 15891.0, 1077.0, 1021.0, 992.0, 949.0, 865.0, 821.0, 781.0, 746.0]",0,210,14696,0.0,117.0,446.63175219531473,4355748.0,0.0,0,0.0,50.0,198.23869582718368,1915748.0,"[1915748.0, 6387.0, 423.0, 363.0, 341.0, 340.0, 326.0, 293.0, 284.0, 280.0]",0,118,14788,0.0,50.0,197.87516794683847,1915748.0,0.0,0
2327,1,R515,00-00-01,14230,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:12:09.613492621,0 days 00:00:00,0 days 04:00:00,0 days 04:12:10.625439212,137 days 15:00:00,0,-2726826.0,89.5,57.770695713281796,769600.0,"[2726826.0, 769600.0, 18400.0, 2733.0, 2335.0, 2254.0, 2158.0, 2153.0, 2137.0, 2136.0]",2,758,13470,-2726826.0,94.0,69.53705165092377,769600.0,2.0,1.0,-4155480.0,172.5,95.80569219957836,1223507.0,"[4155480.0, 1223507.0, 29206.0, 2123.0, 2091.0, 2052.0, 2045.0, 2045.0, 2036.0, 2034.0]",2,418,13810,-14745600.0,176.0,-937.8983365424174,1223507.0,2.0,1.0
2328,609,R501,00-00-07,15025,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:49.078202995,0 days 00:00:08,0 days 04:00:00,0 days 03:58:50.036605657,14 days 04:00:00,0,-3173757.0,45.0,13.280599001663894,2261440.0,"[3173757.0, 2261440.0, 143775.0, 29378.0, 7787.0, 3563.0, 1584.0, 1264.0, 925.0, 647.0]",3,254,14768,-3173757.0,48.0,19.60007411846677,2261440.0,3.0,1.0,-3954532.0,32.0,8.700232945091514,3054690.0,"[3954532.0, 3054690.0, 113861.0, 31062.0, 5760.0, 3242.0, 1597.0, 1271.0, 961.0, 769.0]",4,357,14664,-3954532.0,33.0,17.22351065685201,3054690.0,4.0,0.75
2329,613,A002,02-06-00,14243,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:11:55.804254721,0 days 00:00:02,0 days 04:00:00,0 days 04:11:56.815277680,126 days 08:00:00,0,-7705371.0,152.0,12.667836832128064,5279375.0,"[7705371.0, 5279375.0, 258136.0, 130525.0, 83031.0, 18064.0, 17450.0, 4334.0, 1482.0, 1314.0]",6,244,13993,-296360.42307692306,155.0,550.6777180439489,5279375.0,6.0,1.0,-164833.0,4.0,1.6804044091834585,128715.0,"[164833.0, 128715.0, 8207.0, 5572.0, 2849.0, 1391.0, 598.0, 104.0, 53.0, 42.0]",5,1210,13028,-6339.7307692307695,4.0,13.200322387564837,128715.0,5.0,1.2
2330,328,R106,01-02-00,19,2018-09-05 18:00:00,2018-09-06 12:00:00,0 days 00:56:50.526315789,0 days 01:00:00,0 days 01:00:00,0 days 01:09:28.421052631,0 days 04:00:00,0,0.0,0.0,0.10526315789473684,2.0,"[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,18,1,0.0,0.0,0.10526315789473684,2.0,0.0,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,19,0,0.0,0.0,0.0,0.0,0.0,0
2331,245,N549,00-05-00,1,2018-04-22 12:00:00,2018-04-22 12:00:00,0 days 00:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0,117440560.0,117440560.0,117440560.0,117440560.0,[117440560.0],0,0,1,117440560.0,117440560.0,117440560.0,117440560.0,0.0,0,3.0,3.0,3.0,3.0,[3.0],0,0,1,3.0,3.0,3.0,3.0,0.0,0
2332,101,J002,00-06-00,14882,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:01:06.765219728,0 days 00:00:07,0 days 04:00:00,0 days 04:01:07.732831608,21 days 00:00:00,1,-1773078.0,49.0,27.531380190834565,1062425.0,"[1773078.0, 1062425.0, 829.0, 685.0, 685.0, 663.0, 658.0, 656.0, 655.0, 648.0]",1,538,14343,-14072.047619047618,50.0,145.93983641616242,1062425.0,1.0,1.0,-4032973.0,101.0,32.02156968149442,2488483.0,"[4032973.0, 2488483.0, 1653.0, 1492.0, 1463.0, 1271.0, 1262.0, 1253.0, 1241.0, 1240.0]",1,339,14542,-32007.722222222223,102.0,301.454325812875,2488483.0,1.0,1.0
2333,622,A069,01-00-03,10971,2014-10-11 00:00:00,2019-09-30 11:49:14,0 days 03:58:17.562118311,0 days 00:00:06,0 days 04:00:00,0 days 03:58:18.874669583,1 days 12:00:00,0,0.0,129.0,701.9003737125148,5429121.0,"[5429121.0, 2808.0, 1676.0, 1592.0, 1504.0, 1258.0, 1239.0, 1146.0, 1142.0, 1140.0]",0,29,10942,0.0,133.0,703.9849507561408,5429121.0,0.0,0,0.0,45.0,272.2131072828366,2309807.0,"[2309807.0, 608.0, 515.0, 436.0, 423.0, 417.0, 402.0, 379.0, 353.0, 352.0]",0,64,10907,0.0,46.0,273.8129172554832,2309807.0,0.0,0
2334,336,R605,00-03-00,14866,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:01:22.335530741,0 days 00:00:01,0 days 04:00:00,0 days 04:01:23.304184044,14 days 04:00:00,0,0.0,19.0,118.70974034710076,1128806.0,"[1128806.0, 5011.0, 1271.0, 385.0, 352.0, 336.0, 332.0, 302.0, 292.0, 285.0]",0,1533,13333,0.0,19.0,119.52950713854236,1128806.0,0.0,0,0.0,57.0,266.9839230458765,2673961.0,"[2673961.0, 8294.0, 3199.0, 593.0, 577.0, 563.0, 546.0, 496.0, 420.0, 401.0]",0,829,14037,0.0,58.0,276.6148178841084,2673961.0,0.0,0
2335,316,R155,01-00-02,14903,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:00:46.379923505,0 days 00:00:00,0 days 04:00:00,0 days 04:00:47.346171911,14 days 04:00:00,0,-2092412.0,70.0,6.512447158290277,2064751.0,"[2092412.0, 2064751.0, 1735952.0, 13132.0, 2059.0, 1067.0, 946.0, 935.0, 889.0, 847.0]",4,659,14240,-697470.6666666666,71.0,333.9914836927287,2064751.0,4.0,1.0,-1169291.0,26.0,3.5222438435214385,1152776.0,"[1169291.0, 1152776.0, 996544.0, 6747.0, 1328.0, 722.0, 718.0, 713.0, 670.0, 659.0]",4,928,13971,-389763.6666666667,26.0,692.8090396209152,8496000.0,4.0,1.0
2336,39,C028,01-05-01,14853,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:01:35.011108866,0 days 00:00:09,0 days 04:00:00,0 days 04:01:35.980609977,17 days 16:00:00,0,0.0,0.0,7906.854642159833,117440512.0,"[117440512.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,14852,1,0.0,0.0,7906.854642159833,117440512.0,0.0,0,0.0,0.0,0.022689019053389888,84.0,"[84.0, 19.0, 12.0, 11.0, 10.0, 10.0, 7.0, 7.0, 7.0, 7.0]",0,14738,115,0.0,0.0,0.022221544723192953,84.0,0.0,0
2337,190,N130,01-04-01,14837,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:01:50.642313136,0 days 00:00:02,0 days 04:00:00,0 days 04:01:51.612859742,16 days 08:00:00,1,0.0,0.0,17.668261777987464,262144.0,"[262144.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,14836,1,0.0,0.0,3.533652355597493,52428.8,0.0,0,0.0,0.0,22.0893711666779,326976.0,"[326976.0, 582.0, 5.0, 5.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0]",0,14712,125,0.0,0.0,4.459089105802418,65395.2,0.0,0
2338,622,R210,00-05-01,15046,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:29.078824936,0 days 00:00:24,0 days 04:00:00,0 days 03:58:30.035889937,14 days 04:00:00,0,0.0,0.0,30.49016349860428,458755.0,"[458755.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,15045,1,0.0,0.0,30.49016349860428,458755.0,0.0,0,-2657.0,0.0,0.015020603482653197,1890.0,"[2657.0, 1890.0, 21.0, 18.0, 15.0, 12.0, 9.0, 7.0, 6.0, 6.0]",1,14251,794,-2657.0,0.0,0.014630657377828553,1890.0,1.0,0.0
2339,447,R534,01-03-03,14237,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:12:02.174615438,0 days 00:00:00,0 days 04:00:00,0 days 04:12:03.186064479,120 days 13:00:00,0,-14225245.0,363.0,1644.1138582566552,17712319.0,"[17712319.0, 14226235.0, 14225245.0, 41914.0, 2197.0, 2115.0, 1953.0, 1953.0, 1924.0, 1908.0]",1,372,13864,-204843528000.0,365.0,-14385465.204439757,17712319.0,1.0,1.0,-2149524.0,86.0,452.759710613191,4895663.0,"[4895663.0, 2149647.0, 2149524.0, 9854.0, 684.0, 643.0, 562.0, 559.0, 555.0, 552.0]",1,263,13973,-2149524.0,86.0,2174559.9461649237,30954916800.0,1.0,1.0
2340,147,N010,00-00-09,1,2020-12-24 04:00:00,2020-12-24 04:00:00,0 days 00:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0 days 04:00:00,0,4.0,4.0,4.0,4.0,[4.0],0,0,1,4.0,4.0,4.0,4.0,0.0,0,0.0,0.0,0.0,0.0,[0.0],0,1,0,0.0,0.0,0.0,0.0,0.0,0
2341,613,R245,00-05-01,15060,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:58:15.776892430,0 days 00:00:01,0 days 04:00:00,0 days 03:58:16.733067729,14 days 04:00:00,0,-1.0,142.0,906.9993359893758,10844291.0,"[10844291.0, 19862.0, 4702.0, 3094.0, 995.0, 968.0, 948.0, 934.0, 932.0, 923.0]",1,152,14907,-351.219512195122,149.0,908.3121938905819,10844291.0,1.0,1.0,-2.0,41.0,386.1942231075697,4823041.0,"[4823041.0, 6500.0, 1769.0, 1084.0, 639.0, 583.0, 522.0, 521.0, 518.0, 510.0]",1,176,14883,-2880.0,43.0,388.4897711699014,4823041.0,1.0,1.0
2342,250,N557,00-03-00,14835,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:01:52.598584428,0 days 00:01:01,0 days 04:00:00,0 days 04:01:53.569261880,14 days 04:00:00,1,0.0,28.0,66.97775530839232,6090.0,"[6090.0, 5769.0, 1927.0, 1034.0, 1012.0, 998.0, 970.0, 962.0, 935.0, 924.0]",0,1386,13449,0.0,29.0,66.95095057609186,5769.0,0.0,0,0.0,80.0,121.41530165149983,11771.0,"[11771.0, 10708.0, 2727.0, 1287.0, 1057.0, 1027.0, 1014.0, 1002.0, 991.0, 980.0]",0,894,13941,0.0,81.0,120.84523083747042,10708.0,0.0,0
2343,403,R231,00-00-01,15010,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:59:03.397734843,0 days 00:00:02,0 days 04:00:00,0 days 03:59:04.357095269,14 days 04:00:00,1,-4788232.0,161.0,0.4755496335776149,1501664.0,"[4788232.0, 1501664.0, 22660.0, 2173.0, 1681.0, 1653.0, 1637.0, 1619.0, 1605.0, 1603.0]",2,462,14546,-684033.1428571428,164.0,274.49248164762537,1501664.0,2.0,1.0,-2607785.0,86.0,0.3678880746169221,803539.0,"[2607785.0, 803539.0, 12787.0, 1475.0, 667.0, 601.0, 529.0, 488.0, 467.0, 457.0]",1,503,14506,-372540.71428571426,87.0,151.2863768286834,803539.0,1.0,2.0
2344,154,N029,01-00-00,15038,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:58:36.691049341,0 days 00:00:41,0 days 04:00:00,0 days 03:58:37.648623487,3 days 20:00:00,1,-168628030.0,50.0,5.58604867668573,167161425.0,"[168628030.0, 167161425.0, 533406.0, 2676.0, 520.0, 473.0, 439.0, 438.0, 396.0, 394.0]",1,1090,13947,-168628030.0,51.0,6.158914477606136,167161425.0,1.0,1.0,-168645493.0,51.0,5.469477324112249,167173434.0,"[168645493.0, 167173434.0, 559515.0, 1733.0, 450.0, 397.0, 392.0, 339.0, 333.0, 327.0]",1,536,14501,-168645493.0,52.0,5.816288377877118,167173434.0,1.0,1.0
2345,278,N606,00-00-07,15131,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:57:08.696054457,0 days 00:00:06,0 days 04:00:00,0 days 03:57:09.647743044,14 days 04:00:00,0,-7.0,599.0,1951.6213733395016,18285252.0,"[18285252.0, 87663.0, 18844.0, 15491.0, 5823.0, 4599.0, 3565.0, 3308.0, 3294.0, 3240.0]",1,197,14933,-8400.0,616.0,1966.3450450813987,18285252.0,1.0,1.0,0.0,96.0,319.6346573260194,2880850.0,"[2880850.0, 12505.0, 2396.0, 2260.0, 2141.0, 1498.0, 1114.0, 1078.0, 1061.0, 1047.0]",0,102,15029,0.0,99.0,321.0565348488613,2880850.0,0.0,0
2346,156,N037,00-00-02,15123,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:57:16.222971632,0 days 00:00:12,0 days 04:00:00,0 days 03:57:17.175163658,0 days 16:00:00,1,0.0,62.0,349.4025656285129,3763005.0,"[3763005.0, 905.0, 735.0, 732.0, 562.0, 505.0, 495.0, 494.0, 479.0, 478.0]",0,537,14586,0.0,65.0,351.75970317607977,3763005.0,0.0,0,0.0,144.0,594.9997355022151,6535798.0,"[6535798.0, 1105.0, 1102.0, 795.0, 758.0, 742.0, 734.0, 729.0, 726.0, 719.0]",0,209,14914,0.0,147.0,597.2072936500552,6535798.0,0.0,0
2347,198,N182,00-06-01,14242,2014-10-11 01:00:00,2021-08-06 20:00:00,0 days 04:11:56.612835275,0 days 00:00:26,0 days 04:00:00,0 days 04:11:57.623929223,116 days 20:00:00,0,-262208.0,10.0,180.85079342788933,2041839.0,"[2041839.0, 463110.0, 262223.0, 262208.0, 220418.0, 131080.0, 131057.0, 24285.0, 643.0, 183.0]",3,1001,13238,-262208.0,10.0,183.0244076184811,2041839.0,3.0,1.0,-4194294.0,7.0,5.370874877124,4194304.0,"[4194304.0, 4194294.0, 625275.0, 472813.0, 131082.0, 131013.0, 40913.0, 9459.0, 533.0, 125.0]",3,877,13362,-2097147.0,7.0,188.5185859788257,4194304.0,3.0,1.0
2348,72,D003,00-00-01,12137,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:55:38.683364917,0 days 00:01:01,0 days 04:00:00,0 days 04:55:39.869819560,477 days 17:00:00,1,0.0,78.0,254.1248249155475,1426064.0,"[1426064.0, 1171.0, 1170.0, 1168.0, 1160.0, 1160.0, 1151.0, 1150.0, 1146.0, 1139.0]",0,513,11624,0.0,79.16352269052496,256.2702346731955,1426064.0,0.0,0,0.0,63.0,250.7786108593557,1336606.0,"[1336606.0, 1130.0, 1089.0, 1082.0, 1077.0, 1074.0, 1070.0, 1066.0, 1064.0, 1061.0]",0,425,11712,0.0,64.0,251.02394132545973,1336606.0,0.0,0
2349,167,N083,01-00-00,15112,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:57:26.585494970,0 days 00:00:07,0 days 04:00:00,0 days 03:57:27.538380095,1 days 12:00:00,1,0.0,157.0,619.7822260455267,5001954.0,"[5001954.0, 4337.0, 2092.0, 1841.0, 1788.0, 1768.0, 1762.0, 1761.0, 1745.0, 1720.0]",0,302,14810,0.0,159.0,621.1567455322086,5001954.0,0.0,0,0.0,800.0,1854.390749073584,12282415.0,"[12282415.0, 14897.0, 6344.0, 5632.0, 4704.0, 4581.0, 4403.0, 4001.0, 3927.0, 3881.0]",0,50,15062,0.0,831.0,1886.79973921629,12282415.0,0.0,0
2350,149,N016A,00-03-00,13797,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 04:20:04.435746901,0 days 00:00:23,0 days 04:00:00,0 days 04:20:05.479452054,198 days 12:00:00,1,0.0,11.0,34.087047908965715,292559.0,"[292559.0, 629.0, 456.0, 222.0, 207.0, 196.0, 193.0, 184.0, 181.0, 181.0]",0,771,13026,0.0,11.0,34.209329910022184,292559.0,0.0,0,0.0,102.0,461.4121910560267,4803385.0,"[4803385.0, 4550.0, 1425.0, 671.0, 662.0, 609.0, 463.0, 455.0, 442.0, 427.0]",0,188,13609,0.0,103.0,461.59697310304347,4803385.0,0.0,0
2351,138,H041,00-06-01,15012,2014-10-11 01:00:00,2021-08-06 21:00:00,0 days 03:59:01.486810551,0 days 00:00:06,0 days 04:00:00,0 days 03:59:02.446043165,14 days 04:00:00,1,0.0,82.0,437.3217426059153,3980953.0,"[3980953.0, 2694.0, 1491.0, 1252.0, 1244.0, 1237.0, 1231.0, 1224.0, 1220.0, 1203.0]",0,1939,13073,0.0,84.0,442.3330445565892,3980953.0,0.0,0,0.0,2.0,29.08546496136424,385832.0,"[385832.0, 293.0, 200.0, 200.0, 186.0, 181.0, 169.0, 166.0, 165.0, 163.0]",0,5170,9842,0.0,2.0,29.124469000487572,385832.0,0.0,0
2352,48,B020,00-06-02,15095,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 03:57:42.630009937,0 days 00:00:04,0 days 04:00:00,0 days 03:57:43.583968201,1 days 00:00:00,0,0.0,0.0,0.037628353759523024,141.0,"[141.0, 11.0, 11.0, 9.0, 7.0, 6.0, 5.0, 5.0, 4.0, 3.0]",0,14775,320,0.0,0.0,0.037417240784301836,141.0,0.0,0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,15095,0,0.0,0.0,0.0,0.0,0.0,0
2353,613,R244A,01-06-00,14845,2014-10-11 00:00:00,2021-08-06 20:00:00,0 days 04:01:42.822499157,0 days 00:00:19,0 days 04:00:00,0 days 04:01:43.792522734,14 days 04:00:00,0,0.0,44.0,565.0237116874368,6372397.0,"[6372397.0, 14655.0, 7795.0, 2067.0, 1208.0, 1136.0, 1130.0, 1109.0, 1027.0, 903.0]",0,1756,13089,0.0,46.0,563.7520736770034,6372397.0,0.0,0,-3.0,69.0,696.9935331761536,8257188.0,"[8257188.0, 16570.0, 8927.0, 2047.0, 1686.0, 825.0, 819.0, 770.0, 750.0, 712.0]",2,212,14631,-2273.684210526316,70.0,695.7185889759594,8257188.0,2.0,0.0
